point[#],X[0.0-1.0],P[kbar],T[°C],phase,mode[mol%],mode[wt%],mode[vol%],log10(fO2),log10(dQFM),aH2O,aSiO2,aTiO2,aAl2O3,aMgO,aFeO,meltViscosity[Pa.s],density[kg/m3],volume[cm3/mol],heatCapacity[J/kg/K],alpha[1/K],Entropy[J/K],Enthalpy[J],Vp[km/s],Vs[km/s],Vp_S[km/s],Vs_S[km/s],BulkMod[GPa],ShearMod[GPa],SiO2[mol%],Al2O3[mol%],CaO[mol%],MgO[mol%],FeO[mol%],K2O[mol%],Na2O[mol%],TiO2[mol%],O[mol%],Cr2O3[mol%],H2O[mol%],SiO2[wt%],Al2O3[wt%],CaO[wt%],MgO[wt%],FeO[wt%],K2O[wt%],Na2O[wt%],TiO2[wt%],O[wt%],Cr2O3[wt%],H2O[wt%]
4,1.0,1.25,1068.181818181818,pl,6.85382166183828,7.69368553635158,7.112117711385308,-,-,-,-,-,-,-,-,,2663.1949208862075,102.95746536579705,1123.5611033182845,2.4894485220574562e-6,0.14381880425170873,-873.5576460597599,6.576776635027432,3.566728531142816,-,-,70.02051052227498,33.87997377706463,56.301725607357,21.849137196321507,18.69827439264301,0.0,0.0,0.020470614504857088,3.13039218917364,0.0,0.0,0.0,0.0,49.345871657111324,32.498499802648276,15.297086715634563,0.0,0.0,0.028130728400496772,2.830411096205344,0.0,0.0,0.0,0.0
4,1.0,1.25,1068.181818181818,liq,93.14617833816172,92.30631446364842,92.88788228861469,-,-,-,-,-,-,-,-,,2446.46951145517,67.08116731748456,1471.127052287815,1.4825013440215481e-5,0.15452646477527773,-779.0601637309402,2.6931197079466114,2.2876142327199652e-9,-,-,17.74398345691834,1.2802812572389325e-17,58.643997793323685,8.886502469429269,6.5558546785109915,7.208857120693482,6.1458947474568895,1.3773914288329794,3.4212626134646382,0.7063106116888666,1.4455666400974043,0.0,5.608361896501793,58.2221111888738,14.97252852972015,6.075356673548603,4.800714959045769,7.297033624275596,2.1440886386223346,3.5040673106278786,0.9323269624141284,0.38220164904664883,0.0,1.6695704638250974
5,1.0,1.25,1057.5757575757575,system,100.0,100.0,100.0,-7.153450765830085,3.000060565779042,0.34877613676614977,0.6528469922808404,0.19603665653580662,0.15318779635918195,0.067873101433969,0.060739502181091476,547.4011550764395,2466.419377037646,0.004056807110169388,[1447.1967225398882],[1.3970455154921004e-5],[0.15299117356034828],[-786.5221702291121],3.0085128858461774,0.7541640633286533,6.568491879450834,3.5629188584646188,20.453519005013717,1.4028091555950524,58.15514097994517,9.720190334519799,7.346392186680663,6.67959304936066,5.691694343234825,1.2771985271882407,3.38229629975205,0.6541990938190584,1.8988987508985915,0.0,5.194396434600912,57.4540195745402,16.296974162969747,6.774613067746133,4.42646904426469,6.72466606724666,1.97838901978389,3.44719303447193,0.8593110085931102,0.49960200499602003,0.0,1.5387630153876306
5,1.0,1.25,1057.5757575757575,pl,7.9913471273445404,8.966048469555357,8.302260758668814,-,-,-,-,-,-,-,-,,2662.075410843835,102.9448029840386,1123.5953114684735,2.493970198094507e-6,0.1432341862273474,-873.7345957159654,6.568491879450834,3.5629188584646188,-,-,69.7975706183683,33.793425583033105,56.537345605770575,21.73132719711472,18.462654394229443,0.0,0.0,0.02181482574724975,3.2468579771380313,0.0,0.0,0.0,0.0,49.57931810607855,32.340839433099575,15.112536252984532,0.0,0.0,0.029994239964815646,2.9373119678725064,0.0,0.0,0.0,0.0
5,1.0,1.25,1057.5757575757575,liq,92.00865287265546,91.03395153044464,91.69773924133119,-,-,-,-,-,-,-,-,,2447.1489679982164,67.04765256653984,1474.66844738244,1.4967237220828251e-5,0.153838609864008,-778.8363328102912,2.689889209618649,2.2905263642235803e-9,-,-,17.706356048716906,1.2838994040917504e-17,58.64945456615507,8.735959907129546,6.425810409639075,7.297327329733854,6.221697446577077,1.3939799553824568,3.4145583895025817,0.7150086232099017,1.4687625210969115,0.0,5.677440851573536,58.32241193206234,14.74286991202162,5.964547302324121,4.867550299023397,7.399071685437007,2.1734467589527866,3.5028996015159506,0.9453462595515293,0.3889673418965852,0.0,1.6928889072146673
6,1.0,1.25,1046.969696969697,system,100.0,100.0,100.0,-7.301876661876976,3.0000605657790413,0.35882136994748437,0.656114145253675,0.2061097617577208,0.1463706873901077,0.068634238412401,0.06234456182656809,651.0313278703463,2470.6147262429367,0.004051547214207017,[1443.2485770483634],[1.3948940736818432e-5],[0.1521844788746869],[-787.5029990058764],3.051580007730075,0.8104614269612963,6.552926732411039,3.5565942032979008,20.84295467810542,1.6228176612765075,58.15514097994517,9.720190334519799,7.346392186680663,6.67959304936066,5.691694343234825,1.2771985271882407,3.38229629975205,0.6541990938190584,1.8988987508985915,0.0,5.194396434600912,57.4540195745402,16.296974162969747,6.774613067746133,4.42646904426469,6.72466606724666,1.97838901978389,3.44719303447193,0.8593110085931102,0.49960200499602003,0.0,1.5387630153876306
6,1.0,1.25,1046.969696969697,mgt,0.08177117419166882,0.07568532428724706,0.039448385156797425,-,-,-,-,-,-,-,-,,4735.45312501238,45.97737488974574,1518.466772529242,4.9944382146939435e-6,0.18064592145386663,-454.9795270392776,7.294628964620902,4.23360945350948,-,-,138.81355625948842,84.87565260099252,0.0,1.8262288184561344,0.0,7.988723106153249,66.05430807830982,0.0,0.0,0.1754176252354808,23.955322371845323,0.0,0.0,0.0,3.2947717222140183,0.0,5.69669182525836,83.9785228860426,0.0,0.0,0.24794285339235606,6.782070713092665,0.0,0.0
6,1.0,1.25,1046.969696969697,liq,90.75597813196612,89.64946254223591,90.42983816829793,-,-,-,-,-,-,-,-,,2446.8933032528225,67.04208346214303,1476.1986206304189,1.5113002979131636e-5,0.15312168918967484,-778.752378885431,2.686982613784155,2.2948353522399543e-9,-,-,17.666265174668574,1.2885999068346084e-17,58.69841293913765,8.585540594192203,6.30024504139137,7.3899649951414235,6.2467854846663045,1.412638813411759,3.4072641666258145,0.724672867771029,1.4790982815096854,0.0,5.755376816152751,58.47033580386003,14.513654409521662,5.857937733666504,4.9377231066085265,7.441537418370722,2.2062836286141576,3.5013593286366156,0.9597527439921718,0.3923704748226815,0.0,1.719045351906911
6,1.0,1.25,1046.969696969697,pl,9.162250693842214,10.274852133476852,9.530713446545263,-,-,-,-,-,-,-,-,,2660.904354524928,102.9324674780996,1120.4971469602558,2.498327702119572e-6,0.14264700087381563,-873.888857905364,6.559816532341461,3.5589410154389283,-,-,69.56431897258265,33.70317727236869,56.78014738684437,21.609926306577815,18.21985261315563,0.0,0.0,0.023303230211380175,3.3667704632108038,0.0,0.0,0.0,0.0,49.820121559865676,32.17817846613392,14.922143352602134,0.0,0.0,0.032058660452413776,3.047497960945852,0.0,0.0,0.0,0.0
7,1.0,1.25,1036.363636363636,system,100.0,100.0,100.0,-7.4526995076553835,3.0000605657790427,0.3748393649091396,0.6609929542453737,0.22359260798834993,0.13569593898497903,0.06930013892003264,0.06140164735397459,853.7396864499635,2482.9082998809445,0.004043640979323365,[1434.4307855306138],[1.3819042568598309e-5],[0.15132384637337176],[-788.5483134374665],3.13827808140388,0.9233121827937211,6.512522608256118,3.555137407700141,21.6313838026007,2.1166927008155705,58.15514097994517,9.720190334519799,7.346392186680663,6.67959304936066,5.691694343234825,1.2771985271882407,3.38229629975205,0.6541990938190584,1.8988987508985915,0.0,5.194396434600912,57.4540195745402,16.296974162969747,6.774613067746133,4.42646904426469,6.72466606724666,1.97838901978389,3.44719303447193,0.8593110085931102,0.49960200499602003,0.0,1.5387630153876306
7,1.0,1.25,1036.363636363636,pl,10.824677383975306,12.137143196271364,11.28513594845873,-,-,-,-,-,-,-,-,,2659.727180297687,102.92019737939675,1116.8469943396578,2.5013704859804447e-6,0.14205655460769542,-874.036207514881,6.551246610684479,3.55494883233537,-,-,69.3354097727431,33.612730990423486,57.02422917159633,21.48788541420184,17.975770828403682,0.0,0.0,0.025095708983095197,3.487018876815066,0.0,0.0,0.0,0.0,50.062396646467576,32.01443160860965,14.730511146908862,0.0,0.0,0.03454400292456818,3.1581165950893513,0.0,0.0,0.0,0.0
7,1.0,1.25,1036.363636363636,mgt,0.7343053409939072,0.6787293096041013,0.35431487875462553,-,-,-,-,-,-,-,-,,4737.340755817636,45.972138577655684,1522.039905435869,4.991064651600158e-6,0.18000827856798532,-455.2287633098683,7.303213856695827,4.2397522748589624,-,-,139.13380385353676,85.15606568721674,0.0,1.7038567346770173,0.0,8.130273213123964,65.96572977718297,0.0,0.0,0.20827456941825603,23.991865705597803,0.0,0.0,0.0,3.079404846897659,0.0,5.807832373525722,84.013490924945,0.0,0.0,0.2949023195493258,6.804369535082304,0.0,0.0
7,1.0,1.25,1036.363636363636,liq,88.13183437144959,86.91093645603046,88.15335895353863,-,-,-,-,-,-,-,-,,2438.1643404640918,67.27706795200308,1474.9694253181924,1.5317516729568245e-5,0.15226042840184206,-779.3791667983156,2.684779439844988,2.3088542766371282e-9,-,-,17.574387654561892,1.2997386143949997e-17,59.146021838332466,8.420916162219045,6.165854191602295,7.413126743534742,5.908321839648293,1.452576981375552,3.427417194250683,0.7439289084993089,1.3970664783719182,0.0,5.924769662165696,59.038817068786855,14.264986147231717,5.744912776074253,4.963507190913745,7.052987280407227,2.273381096150219,3.529398744677609,0.9873057707469631,0.37138062153101975,0.0,1.7733233034804003
7,1.0,1.25,1036.363636363636,opx,0.3091829035812087,0.27319103809408624,0.20719021924801706,-,-,-,-,-,-,-,-,,3260.803355892043,65.44947305728557,1465.494550569026,3.887393171617603e-6,0.14068166549088257,-810.6533880409836,7.1675831748737595,4.5264347232712385,-,-,78.4422121423354,66.80933249776686,47.101646984637526,2.241615820677271,1.4511808215234083,38.518771857100674,9.422212463459728,0.0,0.034431337452611066,0.03203792304084789,1.1981027921079408,0.0,0.0,52.47335635270426,4.238028144813106,1.5090455946304258,28.78394421530363,12.553143462427382,0.0,0.03957111534195895,0.04745426341680517,0.35545685136245486,0.0,0.0
8,1.0,1.25,1025.7575757575755,system,100.0,100.0,100.0,-7.676583147663839,2.929456939331822,0.39775654429289986,0.6664383265868346,0.24658720986641333,0.1230369069927089,0.06695195819136701,0.06261223204413796,1149.5023565951303,2492.1176865363836,0.004039271463289127,[1427.706413796501],[1.3861313168103454e-5],[0.1508390873037304],[-790.2285192079167],3.1936632126088838,1.0100054564947623,6.51827958826779,3.6054938639404313,22.028667292527793,2.542236720528713,58.55517336341796,9.555066325915096,7.192577488799991,6.822464551563194,5.750178045050253,1.3096082043903157,3.402808041693527,0.6709081143312424,1.4089231688893054,0.0,5.332292695949126,57.765303630766994,15.996884095700981,6.623147388272919,4.5145887945555545,6.783907692870941,2.0256488197122344,3.4630669505010836,0.8799803329755622,0.37015119763428994,0.0,1.577321097009432
8,1.0,1.25,1025.7575757575755,liq,86.15598805051515,85.08088970271766,86.7909799439252,-,-,-,-,-,-,-,-,,2426.9140137951717,67.41811154097005,1473.6272100034505,1.5626246908027683e-5,0.15183746324641292,-780.7163396768442,2.678117848107295,2.3183629994487374e-9,-,-,17.40659229050291,1.3044194422980447e-17,59.68965068719921,8.300945319452687,6.052502383649391,7.045841808244033,5.636379085978605,1.5163956309739925,3.4871003567791408,0.7747762760989483,1.3063722249809366,0.0,6.1900362266430315,59.62867491197561,14.072899199265388,5.6437682392284225,4.721327551131836,6.733690705321725,2.3751422456653466,3.5937032739663604,1.0290596919018524,0.3475466589978013,0.0,1.8541875225456317
8,1.0,1.25,1025.7575757575755,pl,11.003388900268831,12.357235802224398,11.507685117611825,-,-,-,-,-,-,-,-,,2658.4611791082857,102.90862780128477,1118.6500804242055,2.5072113841046e-6,0.14175184023133736,-875.9267788188877,6.5418822145389965,3.550662376280228,-,-,69.08441644558906,33.515760577642965,57.28035578877332,21.35982210561335,17.71964421122669,0.0,0.0,0.027240508627073404,3.612937385759584,0.0,0.0,0.0,0.0,50.31685777118646,31.84236669875662,14.52917262396557,0.0,0.0,0.03751837296718358,3.2740845331241513,0.0,0.0,0.0,0.0
8,1.0,1.25,1025.7575757575755,mgt,1.0968325772101255,1.0172605228442424,0.5299679136220641,-,-,-,-,-,-,-,-,,4752.0343710790385,45.9927460271375,1515.0212265761359,4.994909817584881e-6,0.18015294505729568,-453.068366213809,7.290603403336882,4.228671906786472,-,-,139.28534228362562,84.97429189676359,0.0,1.5591249700220169,0.0,7.723269461843085,66.43329872745696,0.0,0.0,0.2554773027557746,24.028829537922157,0.0,0.0,0.0,2.814437807852503,0.0,5.510450887834355,84.50715725744328,0.0,0.0,0.36130276155647895,6.806651285313384,0.0,0.0
