point[#],X[0.0-1.0],P[kbar],T[°C],phase,mode[mol%],mode[wt%],mode[vol%],log10(fO2),log10(dQFM),aH2O,aSiO2,aTiO2,aAl2O3,aMgO,aFeO,meltViscosity[Pa.s],density[kg/m3],volume[cm3/mol],heatCapacity[J/kg/K],alpha[1/K],Entropy[J/K],Enthalpy[J],Vp[km/s],Vs[km/s],Vp_S[km/s],Vs_S[km/s],BulkMod[GPa],ShearMod[GPa],SiO2[mol%],Al2O3[mol%],CaO[mol%],MgO[mol%],FeO[mol%],K2O[mol%],Na2O[mol%],TiO2[mol%],O[mol%],Cr2O3[mol%],H2O[mol%],SiO2[wt%],Al2O3[wt%],CaO[wt%],MgO[wt%],FeO[wt%],K2O[wt%],Na2O[wt%],TiO2[wt%],O[wt%],Cr2O3[wt%],H2O[wt%]
8,1.0,1.25,1025.7575757575755,opx,1.743790472005885,1.5446139722137102,1.1713670248409114,-,-,-,-,-,-,-,-,,3264.554502589742,65.47606015425201,1464.9568085043095,3.882446494553448e-6,0.14041470051131294,-812.3855093381846,7.160581206049222,4.508390874706368,-,-,78.91452922958882,66.35399073443756,47.30044029695049,2.0467406851342305,1.6262068846418491,38.231820297670396,9.5902984329012,0.0,0.0383307080917596,0.031117238590160173,1.1350454560199241,0.0,0.0,52.67956755208033,3.868474541801217,1.6905611875522266,28.56124378090008,12.773384580651065,0.0,0.044039817219467516,0.04607721268910501,0.3366513271065106,0.0,0.0
9,1.0,1.25,1015.1515151515151,system,100.0,100.0,100.0,-7.896024352779358,2.865815129670167,0.41992343708845736,0.6717947219783537,0.2711153423924932,0.11139482164124677,0.06462513174584672,0.0636129147260555,1537.4541056040966,2489.525234378231,0.004048856441264591,[1424.9101576474754],[1.4170597595227048e-5],[0.15000951938222715],[-787.7576116337124],3.1732198817701622,1.0092461379734043,6.525072177962352,3.6419788261799484,21.686803826360112,2.5357750541585613,58.86919380239247,9.206688753481084,6.876114683277527,6.884015158870885,5.719877842775829,1.3669211765991125,3.4260337874366553,0.6997146950353109,1.3804074961524078,0.0,5.57103260397873,58.277128773270405,15.467261300826635,6.3537665025255095,4.571166059093859,6.771636864206587,2.121653747673627,3.4988340781062046,0.9209566439424302,0.3639212587237369,0.0,1.6536747716310054
9,1.0,1.25,1015.1515151515151,liq,86.4207021383878,85.57609192200975,87.4737535563109,-,-,-,-,-,-,-,-,,2416.252453793187,67.52430710959348,1464.8018452377307,1.5925300816709156e-5,0.1509193059461935,-779.5825467424318,2.67156206657677,2.327024075903889e-9,-,-,17.245383027671103,1.3084106224057913e-17,60.20045580906434,8.195761527753294,5.943732776727688,6.691976311454432,5.371641219599404,1.578139747481059,3.5424756876473875,0.8043245983664831,1.2233583427591515,0.0,6.448133979146786,60.18386162337352,13.904951767932145,5.54648225030596,4.4875550356391205,6.422204299129029,2.4736981698702456,3.653497352412463,1.0691035058518379,0.3257046938624534,0.0,1.932941301623246
9,1.0,1.25,1015.1515151515151,mgt,1.2240585964058681,1.140497418077583,0.5911428543424702,-,-,-,-,-,-,-,-,,4765.072181623437,46.00963073566255,1514.7362323626546,4.989448315024618e-6,0.17965361586704628,-449.97788826175645,7.28269570790554,4.2193886594425685,-,-,139.61662712667504,84.83372680900936,0.0,1.429318606485854,0.0,7.369918068893439,66.83785381607395,0.0,0.0,0.3102752471587405,24.052634261388015,0.0,0.0,0.0,2.5772217119372614,0.0,5.252434113725485,84.92629460891389,0.0,0.0,0.43830668427064035,6.805742881152723,0.0,0.0
9,1.0,1.25,1015.1515151515151,pl,9.689127889596891,10.912391436747427,10.143407171912282,-,-,-,-,-,-,-,-,,2657.0742987614153,102.89790555657382,1112.0802681307312,2.512006479126171e-6,0.14098760508638555,-874.9441664241153,6.531650910919537,3.5459698753095643,-,-,68.81094522968134,33.40979278686523,57.55281161132868,21.223594194335657,17.447188388671314,0.0,0.0,0.029607819178733764,3.7467979864856087,0.0,0.0,0.0,0.0,50.58785053186756,31.659096576980772,14.31473172288658,0.0,0.0,0.040804407899724976,3.397516760365353,0.0,0.0,0.0,0.0
9,1.0,1.25,1015.1515151515151,opx,2.66611137560945,2.3710192231652334,1.791696417434363,-,-,-,-,-,-,-,-,,3268.4231004208355,65.50787627775954,1464.724458797465,3.8773894200941355e-6,0.13969636306808222,-811.5533561208726,7.154953027049739,4.491122556515621,-,-,79.42195268592367,65.92468819247402,47.48247873868147,1.8680271158610668,1.840418807833831,37.89757894363567,9.759249508496943,0.0,0.043283500865882556,0.03002424450174824,1.07893914012338,0.0,0.0,52.85566300435593,3.528915190995114,1.9122861789045436,28.29728252177997,12.991862404285074,0.0,0.0497052394752041,0.04443634835111841,0.3198491118530386,0.0,0.0
10,1.0,1.25,1004.5454545454546,system,100.0,100.0,100.0,-8.131056872520748,2.789165680365931,0.44376852300814773,0.6790571674756785,0.30228631627815483,0.10557361181315825,0.0620529617111603,0.064891482949597,2086.5255353066536,2489.672241995715,0.004056240166770916,[1420.9259783277566],[1.4421842806522232e-5],[0.14921393054937165],[-786.6317050852966],3.182497892907222,1.0409849168859142,6.551617106707765,3.6806238899733605,21.618886442254464,2.697932322158778,59.219184219187625,8.940095811739134,6.630388922696449,6.833279922850058,5.628573351803933,1.4224383557948925,3.4564202144734733,0.7272784922870988,1.339020127935222,0.0,5.803320581232105,58.77566751127603,15.058344398778894,6.142599986257413,4.549246646452185,6.680828576672833,2.213551256775052,3.5390225831339412,0.9597188529800382,0.3539258743439298,0.0,1.7270943133296917
10,1.0,1.25,1004.5454545454546,pl,8.893773561191304,10.034998171925208,9.317270491775233,-,-,-,-,-,-,-,-,,2655.247035382414,102.89065559081135,1111.384053034633,2.5222418953397926e-6,0.1403662191156316,-874.6646507998984,6.518438954396805,3.539785247598799,-,-,68.46096079781138,33.27045670866397,57.88329613413812,21.05835193293094,17.116703865861883,0.0,0.0,0.03279363240969659,3.9088544346593617,0.0,0.0,0.0,0.0,50.916940762871334,31.43643795785101,14.0542367868065,0.0,0.0,0.04522926719249094,3.5471552252786713,0.0,0.0,0.0,0.0
10,1.0,1.25,1004.5454545454546,liq,85.73009983078131,85.08115236740706,87.30656443822198,-,-,-,-,-,-,-,-,,2402.4967196178995,67.76176002968805,1457.033317476466,1.6299050097177106e-5,0.150109150136092,-778.9105176627743,2.659772904622823,2.338720987856867e-9,-,-,16.99620334304959,1.3140734158918924e-17,60.84004103247152,8.148464986132756,5.670013275017878,6.279592738280101,5.056722623897894,1.6545482578379531,3.6162776538168253,0.8391044225129145,1.1250466887112847,0.0,6.770188321320893,60.8456790476795,13.82980162140774,5.293006174790675,4.212567226954409,6.047922598461532,2.594422257158623,3.7309863454296024,1.1157435534140168,0.29964073134684005,0.0,2.0302304433570484
10,1.0,1.25,1004.5454545454546,mgt,1.3885265898751673,1.2996325825075703,0.670797034417226,-,-,-,-,-,-,-,-,,4776.4561552874875,46.01938421806618,1515.7640673599299,4.97650580349148e-6,0.1792561037279528,-448.21764314824236,7.276320638454108,4.210437237674228,-,-,139.98742038836616,84.67597217528534,0.0,1.3561567658510991,0.0,7.0111676426143745,67.21319355249663,0.0,0.0,0.39024168785381597,24.029240351184093,0.0,0.0,0.0,2.440527388246922,0.0,4.986999925158365,85.2364330768049,0.0,0.0,0.5501937866150369,6.785845823174773,0.0,0.0
10,1.0,1.25,1004.5454545454546,cpx,0.9580476567726028,0.8797075701350127,0.6686826516063641,-,-,-,-,-,-,-,-,,3243.3559346924276,68.00429618606786,1384.377518490851,3.9501934265049904e-6,0.13958308611503462,-848.8719598140779,7.27646606583357,4.254770193949673,-,-,93.43956832677426,58.71469758541507,49.08394874983108,0.9773033574343691,19.780826363235683,22.390973385716602,5.753652536979953,0.1056615743485109,0.7310692058462399,0.1647029963349522,1.011861830272607,0.0,0.0,53.05527327084341,1.792744320730432,19.95774978584497,16.234434216443113,7.437543890297017,0.17907176654845494,0.8152094410024834,0.2367002377208324,0.291273070569291,0.0,0.0
10,1.0,1.25,1004.5454545454546,opx,3.0295523613795967,2.704509308025163,2.036685383979205,-,-,-,-,-,-,-,-,,3273.7150308557852,65.51828961617906,1458.2341486139203,3.874617369675909e-6,0.13913149354118964,-811.0794443123181,7.14715367192858,4.475223251314954,-,-,79.80763358183245,65.56473093555664,47.610839024398075,1.7611691826969238,1.9097584030353165,37.58851218815332,10.021875273637201,0.0,0.04597843553491607,0.030514402521090535,1.0313530900231633,0.0,0.0,52.934168502446674,3.323006883228398,1.981922970523442,28.03241530858213,13.325272606747937,0.0,0.052735867966707164,0.04510692935385135,0.30537093115085095,0.0,0.0
11,1.0,1.25,993.9393939393941,system,100.0,100.0,100.0,-8.376446012860665,2.7048097445983297,0.4678228981445464,0.687631230119197,0.33961461906687523,0.10320366783701385,0.05937961538887457,0.06632523481533814,2843.771728270471,2484.982400801314,0.004070031484920545,[1417.3284833417524],[1.4759507327394213e-5],[0.1485803837615963],[-786.2958037726795],3.1766065817426474,1.0553584850026378,6.582297499729989,3.7126478421603353,21.38523006675189,2.767727505027179,59.703970778081924,8.703236554379876,6.343166213658632,6.6682010397191185,5.456462271455465,1.4918466956366443,3.5041552039654285,0.7607448197950866,1.2750469341190174,0.0,6.093169489188803,59.392047515175086,14.692840775608614,5.8899180764939985,4.449476205701388,6.4913210135290385,2.3268600170155103,3.5960859474561016,1.0061719769722235,0.3377857401437452,0.0,1.8174927319042886
11,1.0,1.25,993.9393939393941,liq,85.44026450377734,84.9714131833554,87.4591229268413,-,-,-,-,-,-,-,-,,2387.0963821713603,68.05854418830081,1449.244940971007,1.6719440097054164e-5,0.14944723971500357,-778.9361639039222,2.6445849876494028,2.3520649268826045e-9,-,-,16.694945710219805,1.3205917092543873e-17,61.54638659807726,8.136244251207811,5.299121197217104,5.834838862786624,4.715418869675834,1.7397492535772738,3.6985107113659383,0.8760930963038104,1.0213889514879015,0.0,7.132248208300451,61.56349891274946,13.811619795738775,4.947692127034071,3.9149365087682955,5.640763087460523,2.728527729466042,3.8165351176403,1.165142715837761,0.2720833389518117,0.0,2.1392006663529624
11,1.0,1.25,993.9393939393941,mgt,1.4681038296034359,1.380677902431964,0.7087591214850768,-,-,-,-,-,-,-,-,,4786.256223612181,46.0261306720862,1504.1229257388784,4.966835273867747e-6,0.1790060252186226,-447.68314113336135,7.269063992293027,4.202290143798765,-,-,140.2068414931833,84.52165909335983,0.0,1.315230311987431,0.0,6.665720767508347,67.55123906760964,0.0,0.0,0.5017000355532247,23.966109817341366,0.0,0.0,0.0,2.361006055138103,0.0,4.729526111542844,85.4526541971131,0.0,0.0,0.7055822592959775,6.751231376909976,0.0,0.0
11,1.0,1.25,993.9393939393941,pl,7.965702372154445,9.000612852713651,8.335351977242192,-,-,-,-,-,-,-,-,,2653.080143539997,102.88606584053512,1112.4809669947795,2.531494291358371e-6,0.1399078648096127,-875.2674107346368,6.50299121935629,3.5324388347036946,-,-,68.05520930508145,33.10546333384775,58.25896117185677,20.870519414071612,16.741038828143225,0.0,0.0,0.0367860754129168,4.0926945105154715,0.0,0.0,0.0,0.0,51.29153796415875,31.1828744110618,13.75762507309669,0.0,0.0,0.050779383129902544,3.7171831685528645,0.0,0.0,0.0,0.0
11,1.0,1.25,993.9393939393941,cpx,2.171196224934747,1.999338904847075,1.5131964458160758,-,-,-,-,-,-,-,-,,3246.335010905853,67.97927753857279,1382.3681669993277,3.9416003206366986e-6,0.1391149973736707,-849.6475691455489,7.269938300287937,4.238984165393209,-,-,93.79750629629814,58.33335081148872,49.202497047784576,0.911218093912744,19.681751051001868,22.273322631934153,5.8821323312416975,0.1126459542285129,0.767831119999093,0.18058627649115414,0.9880154934062101,0.0,0.0,53.15336862546349,1.6705746506106862,19.846570199119824,16.140009258191686,7.599329728382119,0.19080081547686145,0.8557186696715645,0.259380023349107,0.28424802973467067,0.0,0.0
11,1.0,1.25,993.9393939393941,opx,2.95473306953003,2.6479571566519313,1.9835695286153519,-,-,-,-,-,-,-,-,,3279.9389266259286,65.51103146865967,1455.5771176970968,3.865797863479545e-6,0.13873229054272568,-811.1971461154345,7.138030627215709,4.460172424117907,-,-,80.12004284238836,65.24827787232496,47.70819315897538,1.6969474183434692,1.857308738761188,37.3221734877205,10.34945916573994,0.0,0.0464995458351189,0.032090552662081245,0.9873279319623283,0.0,0.0,52.957961423710884,3.19673457475561,1.9244227087576258,27.789474826653482,13.738926298776333,0.0,0.053248655801799875,0.04736130044727498,0.29187021109698136,0.0,0.0
12,1.0,1.25,983.3333333333334,system,100.0,100.0,100.0,-8.619971340538262,2.6250364723282464,0.49035750600879974,0.6962041447134526,0.3800681195214512,0.10080575927239319,0.05679424367031809,0.06760675814802558,3837.411966665136,2474.3945318781475,0.004090385806844433,[1417.6630112037467],[1.5164983711581554e-5],[0.14814399618376317],[-786.8398801273543],3.1507755792158516,1.044921993449929,6.601112300006724,3.7314525867339152,20.962008432734372,2.701697294060801,60.2810317940955,8.525744021906931,6.016312281297159,6.408125884026543,5.222764171747583,1.569466726332778,3.5649667637671953,0.7968867896180091,1.1956781797379012,0.0,6.419023387470404,60.07014238283307,14.418171136431749,5.596112486700557,4.283355701210402,6.224081183833897,2.45217282745513,3.6648408299425332,1.0558026401297056,0.3173089679287005,0.0,1.91801184353426
12,1.0,1.25,983.3333333333334,liq,85.77158597467024,85.42806022065649,88.0256583978637,-,-,-,-,-,-,-,-,,2372.613462164693,68.30420617416937,1445.3122164302404,1.712812971427523e-5,0.1489596398756585,-779.9088598570986,2.629811616599592,2.3644757168676375e-9,-,-,16.40877912582983,1.3264677836722695e-17,62.20969897998935,8.126077858784987,4.94851980133088,5.408294960681941,4.389268921121742,1.8223935375581302,3.7731211478791793,0.9106029591508903,0.9275981394170254,0.0,7.484423694085864,62.24212735629733,13.797716265262789,4.6214655644433655,3.62962551748671,5.25188691780797,2.858837521376355,3.8944732549612886,1.211332912761645,0.24715890103005408,0.0,2.245375788572499
12,1.0,1.25,983.3333333333334,cpx,2.8654599448305715,2.644805820284586,1.98989560418887,-,-,-,-,-,-,-,-,,3249.3704492890906,67.95385646670103,1385.9668259923524,3.93304426185852e-6,0.13880414584255302,-851.3947808170719,7.263877839871277,4.223495166771057,-,-,94.16688356193863,57.9619822573321,49.31800557105752,0.8476906269028488,19.580191673224565,22.150692799214497,6.013181574191248,0.11980049806077882,0.80630580269057,0.19777723073778386,0.966354223920201,0.0,0.0,53.246306522862106,1.5531781292821776,19.732358738204685,16.04155330624463,7.763993249033313,0.20279796140241704,0.8980601295169987,0.2839019702165747,0.2778499932370981,0.0,0.0
12,1.0,1.25,983.3333333333334,mgt,1.4480973280466978,1.3675894065152536,0.6973205338539394,-,-,-,-,-,-,-,-,,4794.673088003248,46.03393687232092,1512.3404874281753,4.961207549743638e-6,0.17892479907599682,-448.0813987344983,7.265592271668723,4.195661489372199,-,-,140.5673357499831,84.4033889036953,0.0,1.2738538805566657,0.0,6.364129052671346,67.8389811639254,0.0,0.0,0.6398513724996627,23.88318453034692,0.0,0.0,0.0,2.2811034110123574,0.0,4.504427037231942,85.60549090129902,0.0,0.0,0.8976616978952989,6.7113169525613845,0.0,0.0
12,1.0,1.25,983.3333333333334,pl,7.097571182052769,8.026310272823615,7.402542715349285,-,-,-,-,-,-,-,-,,2650.7620806905775,102.88259759483813,1117.290300950997,2.5450634092794147e-6,0.13960977570610153,-876.829479201948,6.486478936851898,3.5245625080589633,-,-,67.62364754989439,32.929200292546845,58.655415176065326,20.67229241196734,16.344584823934678,0.0,0.0,0.04135010393846903,4.286357484094195,0.0,0.0,0.0,0.0,51.68747993327125,30.914753460180044,13.444022153161173,0.0,0.0,0.05713139512195165,3.8966130582655683,0.0,0.0,0.0,0.0
12,1.0,1.25,983.3333333333334,opx,2.8172855703997146,2.5332342797200527,1.8845827487442124,-,-,-,-,-,-,-,-,,3286.2142320817793,65.50419287202958,1455.1547114303187,3.859551902962403e-6,0.13849021902100667,-812.2426298309027,7.1291382363849864,4.445379042271761,-,-,80.43366069384501,64.9401769343883,47.80271232317463,1.6340809037233668,1.8059119032475015,37.05156003091224,10.680268102693361,0.0,0.047054932060390076,0.033576166456964866,0.94483563773153,0.0,0.0,52.977503195002484,3.0733527120437936,1.8681579341202932,27.54359143694833,14.15526324781996,0.0,0.05379795233471771,0.049474132592639344,0.27885938913778474,0.0,0.0
13,1.0,1.25,972.7272727272726,system,100.0,100.0,100.0,-8.861918233145703,2.549631556364538,0.5115298870069194,0.7047591173549227,0.42373904236574733,0.09837996654289566,0.054297870041709696,0.06873277846922335,5128.594162504522,2462.952093134089,0.004111319349252463,[1415.777681555577],[1.555269255026641e-5],[0.14777420491841844],[-788.017688229895],3.1265106750674097,1.033877478706731,6.609929705996496,3.740600204766301,20.565318661373333,2.6326559969508256,60.8543707787345,8.407059471569083,5.6990693003203505,6.111965563947186,4.9733467241029405,1.6446295162850448,3.626795645222305,0.8307026100997608,1.1160790650415575,0.0,6.735981324677279,60.71450158041414,14.234580745798223,5.307410469869139,4.090314282896987,5.933982266450718,2.5727033793443383,3.732891710044308,1.1019309089479483,0.2965416354669925,0.0,2.015143020767197
13,1.0,1.25,972.7272727272726,pl,6.52308141240166,7.378487585819932,6.776737716475134,-,-,-,-,-,-,-,-,,2648.2895174778564,102.88030383765799,1118.0640035032175,2.558720164583371e-6,0.13938308790230697,-878.8004795150957,6.468551913998198,3.5161390304193176,-,-,67.15493440299025,32.74142216015203,59.07320225718669,20.463398871406653,15.926797742813307,0.0,0.0,0.04659401916757277,4.490007109425774,0.0,0.0,0.0,0.0,52.10539943373201,30.63161451792853,13.112900370079505,0.0,0.0,0.06443819525069336,4.08564748300925,0.0,0.0,0.0,0.0
13,1.0,1.25,972.7272727272726,liq,86.07234747904984,85.80444307761724,88.46975267035259,-,-,-,-,-,-,-,-,,2359.0315623067377,68.50169429053531,1440.8743362022121,1.7523140166311244e-5,0.1485501562298297,-781.3390310283837,2.6154449415222882,2.376051836818561e-9,-,-,16.137078642803466,1.33182012682798e-17,62.830038972758636,8.116896005206833,4.6182580059141545,5.001878082316664,4.078740541089349,1.902371369231335,3.8396110022246432,0.9425808998248785,0.8430140228718342,0.0,7.826611098561685,62.88223478386088,13.786388833451696,4.314365271224714,3.357908537566714,4.881840284036358,2.985223959665649,3.9643273988598056,1.2542595197502147,0.2246909063916174,0.0,2.3487605051923515
13,1.0,1.25,972.7272727272726,mgt,1.4088234009556244,1.3354262848638965,0.6764610196258861,-,-,-,-,-,-,-,-,,4801.710053063596,46.04337223755692,1504.1722987444537,4.952411227005259e-6,0.17890126001386253,-449.14066648784853,7.260717522513515,4.190492340942358,-,-,140.7111561915198,84.31911400395397,0.0,1.2315654978888322,0.0,6.103877376017693,68.07807107951493,0.0,0.0,0.8090751820918501,23.777410864486693,0.0,0.0,0.0,2.1998892673272836,0.0,4.3094746147292025,85.69342376947682,0.0,0.0,1.132245012355544,6.664967336111157,0.0,0.0
13,1.0,1.25,972.7272727272726,cpx,3.2729371403668073,3.02644776419562,2.263295709308477,-,-,-,-,-,-,-,-,,3252.4503096088843,67.92798782284113,1386.2334372468333,3.926620614814751e-6,0.1385616619918441,-853.5865561995465,7.257792445818289,4.208357099280083,-,-,94.5222508490422,57.60177143741917,49.430178944393866,0.7869089051056833,19.476404685390804,22.023806385085678,6.145815415104086,0.12712697083717395,0.8464527038696885,0.21644574041187584,0.94686024980114,0.0,0.0,53.33391105182726,1.4409058762065345,19.615442983160563,15.939648943019819,7.9302633644344676,0.21506509350165093,0.9421837164176037,0.3105048765508842,0.27207409488122947,0.0,0.0
13,1.0,1.25,972.7272727272726,opx,2.7228105672260763,2.4551952875033303,1.8137528842379027,-,-,-,-,-,-,-,-,,3292.507050297164,65.49756310306483,1452.7649702036283,3.853389807886829e-6,0.1383161612721987,-813.715422108204,7.120284409961204,4.430885749613112,-,-,80.73705373807721,64.64096293897633,47.89457010929695,1.5724877811254017,1.7553276247934462,36.77912331594754,11.012103161695974,0.0,0.04763961933673318,0.03495430512098478,0.9037940826829776,0.0,0.0,52.9937231779323,2.952740871837452,1.812902391825397,27.296982947170083,14.571533967281738,0.0,0.05437860770337818,0.051421762533227715,0.26631627371641703,0.0,0.0
14,1.0,1.25,962.1212121212121,system,100.0,100.0,100.0,-9.10240178297836,2.478553429611811,0.5315082557843077,0.7132802439548709,0.4707179063113116,0.09592566368108484,0.05189188941276484,0.06969595965762689,6792.503478163151,2451.288024012106,0.004132146135109709,[1416.0084354991125],[1.5924998638598063e-5],[0.14743126504629536],[-789.5430623791906],3.10394888175251,1.022822616101856,6.611480264666747,3.7427010903276505,20.197658594743373,2.5644544418857556,61.41166690575118,8.325310579607539,5.394374284343135,5.800002423385577,4.7192033678373635,1.7173039130112007,3.6867640974463516,0.862276570540841,1.0391478693712672,0.0,7.043949988705513,61.32520705346429,14.108748256296739,5.028139229671418,3.8850036816981364,5.6357754267827795,2.688786233113554,3.798001527116556,1.1448348873532408,0.2763475048541417,0.0,2.1091561996491466
14,1.0,1.25,962.1212121212121,mgt,1.3601293271525998,1.2937359148610874,0.6512737694607943,-,-,-,-,-,-,-,-,,4807.35701015794,46.05498230488603,1515.8761698695205,4.945504490724221e-6,0.17888581116440508,-450.74896856728856,7.259798957472161,4.186739275371659,-,-,141.0140424032906,84.26713110260232,0.0,1.1879844415132073,0.0,5.8829069517874295,68.26961668821522,0.0,0.0,1.0139365569629588,23.64555536152118,0.0,0.0,0.0,2.1166031478864293,0.0,4.142818275759611,85.71426291895715,0.0,0.0,1.4152973573886714,6.6110183000081575,0.0,0.0
14,1.0,1.25,962.1212121212121,pl,6.140746435738108,6.945229916613453,6.352983196035164,-,-,-,-,-,-,-,-,,2645.6552321457702,102.87928035347585,1118.9663240350933,2.5754626211968564e-6,0.13918787382138678,-880.9292406046582,6.44941016061275,3.5071371041637476,-,-,66.65695867848724,32.54158757766109,59.51337998872211,20.243310005638946,15.4866200112779,0.0,0.0,0.05265688031625541,4.704033114044795,0.0,0.0,0.0,0.0,52.546448127750224,30.33263769937124,12.763314547915186,0.0,0.0,0.07289619392432745,4.284703431039021,0.0,0.0,0.0,0.0
14,1.0,1.25,962.1212121212121,cpx,3.5035411594957653,3.244702605102065,2.411976673426569,-,-,-,-,-,-,-,-,,3255.5631347207704,67.90160372272601,1382.9819292787831,3.914565887550377e-6,0.13834728816765107,-855.9870747278252,7.251899525607142,4.193617188917226,-,-,94.87192763169858,57.25371731558081,49.53876566474483,0.7290467190178306,19.370466809541544,21.893419602322226,6.279076897597884,0.13463295993271482,0.8882742225980291,0.23680787365007766,0.9295092505948597,0.0,0.0,53.41604379344022,1.33407977634331,19.495963626021904,15.834897658560058,8.096907693147553,0.22761396844560694,0.9880871358592148,0.3394929878200536,0.26691336036207447,0.0,0.0
14,1.0,1.25,962.1212121212121,liq,86.34349698006967,86.11893460377564,88.82499045742617,-,-,-,-,-,-,-,-,,2346.3230484490427,68.65498693642427,1439.3888926045297,1.790568885063184e-5,0.1481751282491337,-783.0061694628533,2.6016778096572404,2.38688897075026e-9,-,-,15.881621166563482,1.3367563081294377e-17,63.40856013620766,8.107771786375565,4.307932216434105,4.6168241516409605,3.7839218130085013,1.9797053784198646,3.897744656025081,0.9720060216607382,0.7668888211671923,0.0,8.158645019060351,63.48528718638625,13.776110439714362,4.025984877673763,3.100585076689642,4.530688453651372,3.107754749403115,4.025874475982332,1.2939046830017538,0.20447850578001278,0.0,2.4493315517173766
14,1.0,1.25,962.1212121212121,opx,2.652086097543868,2.3973969596477565,1.7587759036513055,-,-,-,-,-,-,-,-,,3298.7831779060057,65.4909360837792,1456.1518562200847,3.847326583091605e-6,0.13816937166013035,-815.394558043714,7.111910668646162,4.4167318190627,-,-,81.04861785108805,64.35107869173078,47.98397993180827,1.5120527330686049,1.7053369075035099,36.50731416637708,11.342746569898459,0.0,0.04825210111272962,0.036209064041066163,0.8641085261903079,0.0,0.0,53.00760069842205,2.8347105535769,1.7584505202990808,27.051844703347193,14.985007254231252,0.0,0.0549894983006404,0.05318232399209572,0.2542144478307959,0.0,0.0
15,1.0,1.25,951.5151515151516,system,100.0,100.0,100.0,-9.341434629253119,2.4118655391997255,0.5504700035694324,0.7217527984257004,0.5210969768562457,0.0934421956870713,0.049577702154397496,0.0704867789671003,8920.628856279673,2439.7578801431396,0.004152481825166141,[1415.1240973127817],[1.628229550043306e-5],[0.1470916902937439],[-791.2463826892235],3.082846563009792,1.0120702408969084,6.607165003981401,3.739597485815464,19.8553059772864,2.4990102609007963,61.94651772260682,8.267149158063342,5.103568150492908,5.4843733199010956,4.466829529931608,1.7875565700902418,3.7432159818093504,0.8916822182711002,0.966326831679222,0.0,7.342780517154315,61.90327699876399,14.02014219487137,4.760458041484084,3.676197825082475,5.338176993569675,2.8007704496221786,3.8588977979114363,1.1847179824475478,0.25716439507382904,0.0,2.200197321173408
15,1.0,1.25,951.5151515151516,pl,5.889223494952622,6.658459111081733,6.067260253482749,-,-,-,-,-,-,-,-,,2642.8552209265195,102.87961193573578,1120.4441706060506,2.5935144019312397e-6,0.13900068584224246,-883.0668672994524,6.429030378938628,3.4975356611853345,-,-,66.12976298763732,32.32940227140192,59.97658833249568,20.01170583375216,15.023411667504321,0.0,0.0,0.05970315698151393,4.928591009266325,0.0,0.0,0.0,0.0,53.01136454314669,30.017273232007195,12.394638768630701,0.0,0.0,0.08273809180151594,4.493985364413879,0.0,0.0,0.0,0.0
15,1.0,1.25,951.5151515151516,liq,86.58687455822877,86.38391116272636,89.11301778884979,-,-,-,-,-,-,-,-,,2334.44675078428,68.76786153607907,1437.2706269420707,1.827525024925954e-5,0.14780857270182937,-784.7783465331136,2.588430248390426,2.397090481886942e-9,-,-,15.64072588329267,1.3413830893793574e-17,63.946744124037934,8.097861100131606,4.016920001317271,4.2539494113487795,3.5045700658094856,2.0544457422137747,3.947354122903326,0.9988829638252141,0.6984663369661163,0.0,8.480806131446487,64.0531605248957,13.765511467876856,3.7557215853883394,2.8581799583836065,4.198109113363606,3.2265454080450047,4.078963919850156,1.3302855234142277,0.1863192232910797,0.0,2.5472032754914276
15,1.0,1.25,951.5151515151516,mgt,1.3077424054859863,1.2481350573786936,0.624691140290678,-,-,-,-,-,-,-,-,,4811.588684443467,46.06923704009635,1516.6383092924991,4.933717840865622e-6,0.17884914422610734,-452.85028749288034,7.259087128729051,4.18438259039821,-,-,141.21500703667903,84.2463837257296,0.0,1.142817585044504,0.0,5.699954918712102,68.41393117174955,0.0,0.0,1.2588204680643296,23.484475856429498,0.0,0.0,0.0,2.0306747493287474,0.0,4.003225867492413,85.66530119363132,0.0,0.0,1.7524090176220561,6.548389171925471,0.0,0.0
15,1.0,1.25,951.5151515151516,cpx,3.622830405367583,3.3598465795659282,2.482951587073731,-,-,-,-,-,-,-,-,,3258.6930524810496,67.87462909717738,1384.1415236752473,3.905314906842813e-6,0.13813709513693617,-858.4604000975778,7.246566117817028,4.179342493272002,-,-,95.23046724980047,56.919277657561864,49.64341356141174,0.6743248500198755,19.262601241366887,21.76053944177716,6.4116608483246,0.14232325865364637,0.9317462654616842,0.2591149994505903,0.9142755335338207,0.0,0.0,53.49252772018184,1.2331063977672396,19.374232137273054,15.728100051520016,8.262260316721838,0.2404519710279201,1.0357401037198757,0.37122068670046793,0.2623606150877691,0.0,0.0
